winner,winning_bid,winner_value,utility,is_llm,bids,trial
Agent_2,98.0,97.85653052047043,-0.14346947952957123,False,"{'Agent_0': 66.0, 'Agent_1': 78.0, 'Agent_2': 98.0}",0
Agent_0,98.0,97.21887708505099,-0.7811229149490089,False,{'Agent_0': 98.0},1
Agent_2,98.0,97.23303618999813,-0.7669638100018688,False,"{'Agent_0': 75.0, 'Agent_2': 98.0}",2
Agent_2,94.0,93.1904633261129,-0.809536673887095,False,"{'Agent_0': 66.0, 'Agent_1': 72.0, 'Agent_2': 94.0}",3
Agent_4,94.0,93.39852397129525,-0.6014760287047523,False,"{'Agent_0': 78.0, 'Agent_4': 94.0}",4
Agent_0,98.0,97.60903797365272,-0.3909620263472817,False,{'Agent_0': 98.0},5
Agent_2,92.0,91.75596434557752,-0.24403565442247555,False,"{'Agent_0': 62.0, 'Agent_1': 77.0, 'Agent_2': 92.0}",6
Agent_0,84.0,83.86956171275787,-0.13043828724212858,False,{'Agent_0': 84.0},7
Agent_4,87.0,86.7285961167854,-0.27140388321460307,False,"{'Agent_0': 61.0, 'Agent_1': 75.0, 'Agent_2': 83.0, 'Agent_4': 87.0}",8
Agent_4,100.0,99.5332594238587,-0.46674057614130504,True,"{'Agent_0': 99.0, 'Agent_4': 100.0}",9
Agent_1,95.0,94.9332575411007,-0.06674245889929864,False,"{'Agent_0': 61.0, 'Agent_1': 95.0}",10
Agent_3,87.0,86.28417600043326,-0.7158239995667373,False,"{'Agent_0': 75.0, 'Agent_3': 87.0}",11
Agent_4,93.0,92.54035462224353,-0.4596453777564733,True,"{'Agent_0': 90.0, 'Agent_4': 93.0}",12
Agent_2,100.0,99.23276743155398,-0.7672325684460191,False,"{'Agent_0': 94.0, 'Agent_2': 100.0}",13
Agent_1,92.0,91.04761598813687,-0.9523840118631313,True,"{'Agent_0': 63.0, 'Agent_1': 92.0}",14
Agent_0,96.0,95.4316154247242,-0.5683845752758003,False,{'Agent_0': 96.0},15
Agent_4,92.0,91.233662679137,-0.766337320863002,False,"{'Agent_0': 71.0, 'Agent_1': 91.0, 'Agent_4': 92.0}",16
Agent_1,92.0,91.97369646072958,-0.0263035392704154,False,"{'Agent_0': 71.0, 'Agent_1': 92.0}",17
Agent_4,92.0,91.89163521506663,-0.10836478493337154,False,"{'Agent_0': 74.0, 'Agent_2': 88.0, 'Agent_4': 92.0}",18
Agent_0,93.0,92.04592349607096,-0.9540765039290449,False,{'Agent_0': 93.0},19
Agent_4,78.0,77.8366305239861,-0.16336947601389795,True,"{'Agent_0': 72.0, 'Agent_2': 74.0, 'Agent_4': 78.0}",20
Agent_4,97.0,96.46428923385122,-0.5357107661487817,False,"{'Agent_0': 67.0, 'Agent_1': 78.0, 'Agent_3': 90.0, 'Agent_4': 97.0}",21
